Entry,Exit,Origin,Dest,ID
530,560.21,S01UN,S15BS,RP1185
530,564.06,S01UN,S15BS,RP3662
530,565.58,S01UN,S15BS,RP6984
530,559.15,S01UN,S15BS,RP3085
530,564.18,S01UN,S16MJ,RP7326
530,560.58,S01UN,S16MJ,RP2729
530,561.18,S01UN,S16MJ,RP4245
530,566.80,S01UN,S16MJ,RP7940
530,562.02,S01UN,S16MJ,RP5012
531,537.14,S01UN,S04PL,RP1648
531,542.39,S01UN,S04PL,RP1711
531,542.19,S01UN,S05M11,RP3785
531,543.34,S01UN,S05M11,RP6884
531,540.65,S01UN,S05M11,RP2662
531,548.21,S01UN,S06M10,RP8160
531,548.68,S01UN,S06M10,RP8691
531,542.06,S01UN,S06M10,RP3829
531,547.27,S01UN,S06M10,RP5122
531,542.88,S01UN,S06M10,RP3302
531,544.13,S01UN,S06M10,RP1669
531,543.37,S01UN,S07KP,RP7671
531,547.86,S01UN,S07KP,RP4261
531,548.96,S01UN,S08SP,RP3265
531,552.49,S01UN,S08SP,RP4152
531,551.02,S01UN,S09AG,RP6439
531,552.81,S01UN,S09AG,RP3696
531,549.84,S01UN,S09AG,RP1170
531,552.49,S01UN,S10BS,RP6561
531,553.85,S01UN,S11FG,RP1673
531,557.00,S01UN,S11FG,RP3066
531,560.42,S01UN,S12KB,RP5893
531,559.63,S01UN,S12KB,RP4290
531,560.52,S01UN,S12KB,RP8003
531,562.97,S01UN,S13SB,RP9355
531,558.12,S01UN,S13SB,RP2759
531,557.13,S01UN,S14DU,RP1149
531,562.23,S01UN,S14DU,RP5102
531,563.62,S01UN,S14DU,RP8911
531,566.62,S01UN,S15BS,RP5093
531,563.09,S01UN,S15BS,RP1769
531,566.65,S01UN,S15BS,RP7022
531,561.77,S01UN,S15BS,RP7538
531,564.35,S01UN,S15BS,RP7213
531,566.70,S01UN,S16MJ,RP6321
531,567.25,S01UN,S16MJ,RP1873
531,566.12,S01UN,S16MJ,RP3956
531,563.93,S01UN,S16MJ,RP6472
531,565.20,S01UN,S16MJ,RP5630
532,543.14,S01UN,S04PL,RP2408
532,542.37,S01UN,S04PL,RP9653
532,546.27,S01UN,S05M11,RP9395
532,547.93,S01UN,S05M11,RP7814
532,545.05,S01UN,S05M11,RP4774
532,549.16,S01UN,S06M10,RP4125
532,542.15,S01UN,S06M10,RP2918
532,545.08,S01UN,S06M10,RP4791
532,545.48,S01UN,S06M10,RP5588
532,543.42,S01UN,S06M10,RP3667
532,548.73,S01UN,S06M10,RP4050
532,550.62,S01UN,S07KP,RP9950
532,547.07,S01UN,S08SP,RP1203
532,548.12,S01UN,S08SP,RP9148
532,550.59,S01UN,S09AG,RP5998
532,554.15,S01UN,S09AG,RP8728
532,550.43,S01UN,S09AG,RP5920
532,552.20,S01UN,S10BS,RP7402
532,557.27,S01UN,S11FG,RP3756
532,555.96,S01UN,S11FG,RP3048
532,561.73,S01UN,S12KB,RP5944
532,554.06,S01UN,S12KB,RP8702
532,560.98,S01UN,S12KB,RP7120
532,560.31,S01UN,S13SB,RP1667
532,557.66,S01UN,S13SB,RP5573
532,559.29,S01UN,S14DU,RP6047
532,565.51,S01UN,S14DU,RP9222
532,564.86,S01UN,S15BS,RP8368
532,563.70,S01UN,S15BS,RP2376
532,562.82,S01UN,S15BS,RP5376
532,563.33,S01UN,S15BS,RP5112
532,560.24,S01UN,S15BS,RP2242
532,566.87,S01UN,S16MJ,RP2220
532,569.43,S01UN,S16MJ,RP7577
532,565.54,S01UN,S16MJ,RP2551
532,563.31,S01UN,S16MJ,RP2050
532,569.63,S01UN,S16MJ,RP3312
533,546.80,S01UN,S04PL,RP5056
533,540.27,S01UN,S04PL,RP9414
533,548.79,S01UN,S05M11,RP2006
533,542.18,S01UN,S05M11,RP5851
533,545.43,S01UN,S05M11,RP5540
533,550.76,S01UN,S06M10,RP5614
533,546.61,S01UN,S06M10,RP9940
533,545.18,S01UN,S06M10,RP9255
533,547.44,S01UN,S06M10,RP3598
533,546.91,S01UN,S06M10,RP7650
533,548.06,S01UN,S06M10,RP6920
533,548.82,S01UN,S07KP,RP5409
533,549.31,S01UN,S08SP,RP6699
533,551.21,S01UN,S08SP,RP7707
533,555.33,S01UN,S09AG,RP1697
533,550.53,S01UN,S09AG,RP8602
533,550.54,S01UN,S09AG,RP1105
533,554.16,S01UN,S09AG,RP7357
533,551.03,S01UN,S10BS,RP3890
533,559.66,S01UN,S11FG,RP1636
533,558.23,S01UN,S11FG,RP8497
533,559.76,S01UN,S12KB,RP9220
533,562.66,S01UN,S12KB,RP4119
533,555.15,S01UN,S12KB,RP1474
533,557.89,S01UN,S13SB,RP3318
533,561.62,S01UN,S13SB,RP3528
533,565.80,S01UN,S14DU,RP5943
533,566.68,S01UN,S14DU,RP4725
533,559.88,S01UN,S14DU,RP5695
533,563.94,S01UN,S15BS,RP3287
533,562.08,S01UN,S15BS,RP9254
533,563.04,S01UN,S15BS,RP7291
533,564.20,S01UN,S15BS,RP9121
533,565.87,S01UN,S15BS,RP9001
533,567.51,S01UN,S16MJ,RP4746
533,564.13,S01UN,S16MJ,RP8693
533,564.41,S01UN,S16MJ,RP6467
533,566.52,S01UN,S16MJ,RP9037
533,564.88,S01UN,S16MJ,RP3325
534,546.05,S01UN,S04PL,RP8737
534,543.36,S01UN,S04PL,RP6627
534,540.69,S01UN,S04PL,RP9394
534,548.66,S01UN,S05M11,RP1647
534,542.65,S01UN,S05M11,RP9084
534,543.49,S01UN,S05M11,RP4692
534,545.18,S01UN,S06M10,RP9008
534,548.88,S01UN,S06M10,RP7189
534,545.83,S01UN,S06M10,RP6268
534,544.86,S01UN,S06M10,RP8343
534,550.79,S01UN,S06M10,RP5935
534,544.40,S01UN,S06M10,RP6572
534,548.98,S01UN,S07KP,RP2229
534,549.00,S01UN,S08SP,RP2791
534,553.88,S01UN,S08SP,RP4752
534,550.42,S01UN,S09AG,RP6144
534,552.06,S01UN,S09AG,RP3950
534,551.10,S01UN,S09AG,RP3084
534,555.25,S01UN,S09AG,RP9218
534,555.84,S01UN,S10BS,RP6509
534,554.24,S01UN,S11FG,RP1383
534,554.43,S01UN,S11FG,RP2047
534,559.84,S01UN,S12KB,RP5050
534,563.98,S01UN,S12KB,RP2237
534,558.25,S01UN,S12KB,RP5148
534,558.43,S01UN,S13SB,RP8119
534,561.38,S01UN,S13SB,RP5938
534,565.08,S01UN,S14DU,RP9025
534,566.88,S01UN,S14DU,RP1451
534,564.69,S01UN,S15BS,RP9799
534,562.48,S01UN,S15BS,RP1442
534,563.67,S01UN,S15BS,RP7751
534,568.96,S01UN,S15BS,RP9679
534,569.76,S01UN,S15BS,RP8419
534,569.27,S01UN,S16MJ,RP4431
534,568.68,S01UN,S16MJ,RP8786
534,570.76,S01UN,S16MJ,RP7918
534,569.72,S01UN,S16MJ,RP3068
534,569.11,S01UN,S16MJ,RP4329
535,546.60,S01UN,S04PL,RP8511
535,541.28,S01UN,S04PL,RP4383
535,543.74,S01UN,S05M11,RP9408
535,547.61,S01UN,S05M11,RP6501
535,549.05,S01UN,S05M11,RP4910
535,551.51,S01UN,S06M10,RP2719
535,545.36,S01UN,S06M10,RP4433
535,545.88,S01UN,S06M10,RP8977
535,549.24,S01UN,S06M10,RP3795
535,551.06,S01UN,S06M10,RP7985
535,547.00,S01UN,S06M10,RP8209
535,554.79,S01UN,S07KP,RP8204
535,550.17,S01UN,S08SP,RP3020
535,554.75,S01UN,S09AG,RP1346
535,553.41,S01UN,S09AG,RP5263
535,558.55,S01UN,S09AG,RP5955
535,557.81,S01UN,S10BS,RP7449
535,560.14,S01UN,S11FG,RP7104
535,559.70,S01UN,S11FG,RP3536
535,558.24,S01UN,S12KB,RP4118
535,561.88,S01UN,S12KB,RP1292
535,559.39,S01UN,S12KB,RP6845
535,559.71,S01UN,S13SB,RP3454
535,564.41,S01UN,S13SB,RP1778
535,565.36,S01UN,S14DU,RP2528
535,561.34,S01UN,S14DU,RP9014
535,570.37,S01UN,S15BS,RP7738
535,566.55,S01UN,S15BS,RP8765
535,568.71,S01UN,S15BS,RP4796
535,565.64,S01UN,S15BS,RP3730
535,570.00,S01UN,S15BS,RP9649
535,566.46,S01UN,S16MJ,RP7681
535,571.55,S01UN,S16MJ,RP9842
535,565.86,S01UN,S16MJ,RP2237
535,566.56,S01UN,S16MJ,RP9892
535,572.74,S01UN,S16MJ,RP9663
536,544.54,S01UN,S02UC,RP2924
536,546.27,S01UN,S04PL,RP6150
536,549.33,S01UN,S04PL,RP9240
536,548.74,S01UN,S05M11,RP7855
536,548.74,S01UN,S05M11,RP4271
536,545.38,S01UN,S05M11,RP7484
536,549.65,S01UN,S06M10,RP2869
536,552.44,S01UN,S06M10,RP8217
536,551.51,S01UN,S06M10,RP1546
536,552.05,S01UN,S06M10,RP3129
536,551.00,S01UN,S06M10,RP6653
536,546.24,S01UN,S06M10,RP6778
536,550.92,S01UN,S07KP,RP6165
536,553.87,S01UN,S08SP,RP4558
536,556.77,S01UN,S08SP,RP8512
536,556.46,S01UN,S09AG,RP3221
536,553.31,S01UN,S09AG,RP5452
536,554.32,S01UN,S09AG,RP8480
536,558.39,S01UN,S11FG,RP8863
536,563.99,S01UN,S11FG,RP9515
536,565.55,S01UN,S12KB,RP3096
536,565.42,S01UN,S12KB,RP2428
536,564.66,S01UN,S12KB,RP8154
536,560.29,S01UN,S13SB,RP9690
536,561.63,S01UN,S13SB,RP5615
536,568.13,S01UN,S14DU,RP6636
536,568.27,S01UN,S14DU,RP6105
536,566.94,S01UN,S14DU,RP6165
536,569.16,S01UN,S15BS,RP7550
536,570.37,S01UN,S15BS,RP3114
536,565.44,S01UN,S15BS,RP8687
536,568.97,S01UN,S15BS,RP1992
536,564.48,S01UN,S15BS,RP1248
536,573.21,S01UN,S16MJ,RP3790
536,568.46,S01UN,S16MJ,RP8057
536,572.43,S01UN,S16MJ,RP5707
536,571.16,S01UN,S16MJ,RP8426
536,571.96,S01UN,S16MJ,RP2948
537,548.19,S01UN,S03US,RP2385
537,546.51,S01UN,S04PL,RP1104
537,550.48,S01UN,S04PL,RP4643
537,550.97,S01UN,S05M11,RP7429
537,550.32,S01UN,S05M11,RP2286
537,545.60,S01UN,S05M11,RP5965
537,547.06,S01UN,S06M10,RP1230
537,552.69,S01UN,S06M10,RP8059
537,550.73,S01UN,S06M10,RP6102
537,552.82,S01UN,S06M10,RP2919
537,547.22,S01UN,S06M10,RP5320
537,552.85,S01UN,S06M10,RP4218
537,550.78,S01UN,S07KP,RP2773
537,558.51,S01UN,S08SP,RP3230
537,556.89,S01UN,S08SP,RP7121
537,555.03,S01UN,S09AG,RP4213
537,553.12,S01UN,S09AG,RP5469
537,557.43,S01UN,S09AG,RP8872
537,561.13,S01UN,S11FG,RP8215
537,558.56,S01UN,S11FG,RP1509
537,561.14,S01UN,S12KB,RP9328
537,563.21,S01UN,S12KB,RP6935
537,559.28,S01UN,S12KB,RP4173
537,561.74,S01UN,S13SB,RP3086
537,563.42,S01UN,S13SB,RP4940
537,565.54,S01UN,S14DU,RP4858
537,569.91,S01UN,S14DU,RP6114
537,566.20,S01UN,S15BS,RP8354
537,570.50,S01UN,S15BS,RP3148
537,565.80,S01UN,S15BS,RP9202
537,565.39,S01UN,S15BS,RP3506
537,569.25,S01UN,S15BS,RP8778
537,569.74,S01UN,S16MJ,RP3621
537,572.20,S01UN,S16MJ,RP7223
537,569.34,S01UN,S16MJ,RP7395
537,567.94,S01UN,S16MJ,RP2679
537,570.32,S01UN,S16MJ,RP2915
538,547.83,S01UN,S04PL,RP8062
538,551.26,S01UN,S04PL,RP5678
538,549.00,S01UN,S05M11,RP1695
538,549.19,S01UN,S05M11,RP3291
538,549.15,S01UN,S05M11,RP4274
538,554.00,S01UN,S06M10,RP4309
538,550.74,S01UN,S06M10,RP4357
538,552.41,S01UN,S06M10,RP8025
538,550.36,S01UN,S06M10,RP7999
538,550.97,S01UN,S06M10,RP7982
538,553.25,S01UN,S06M10,RP5277
538,556.59,S01UN,S07KP,RP8392
538,558.60,S01UN,S08SP,RP7363
538,558.91,S01UN,S08SP,RP8061
538,556.44,S01UN,S09AG,RP1658
538,556.83,S01UN,S09AG,RP8152
538,559.24,S01UN,S09AG,RP5603
538,559.99,S01UN,S10BS,RP8427
538,565.60,S01UN,S11FG,RP6661
538,565.41,S01UN,S11FG,RP2892
538,567.22,S01UN,S12KB,RP3563
538,561.76,S01UN,S12KB,RP6521
538,564.85,S01UN,S12KB,RP1323
538,562.67,S01UN,S13SB,RP3408
538,568.16,S01UN,S13SB,RP9526
538,565.69,S01UN,S13SB,RP9508
538,568.66,S01UN,S14DU,RP3139
538,565.77,S01UN,S14DU,RP2056
538,566.64,S01UN,S15BS,RP9683
538,573.73,S01UN,S15BS,RP2367
538,566.15,S01UN,S15BS,RP3349
538,572.43,S01UN,S15BS,RP4439
538,572.35,S01UN,S15BS,RP4462
538,574.46,S01UN,S16MJ,RP3960
538,573.92,S01UN,S16MJ,RP4187
538,572.61,S01UN,S16MJ,RP2212
538,575.26,S01UN,S16MJ,RP2445
538,574.68,S01UN,S16MJ,RP3809
539,549.12,S01UN,S04PL,RP9350
539,549.01,S01UN,S04PL,RP5271
539,553.26,S01UN,S05M11,RP9733
539,548.06,S01UN,S05M11,RP2980
539,551.64,S01UN,S05M11,RP5331
539,550.73,S01UN,S06M10,RP8392
539,556.10,S01UN,S06M10,RP7452
539,554.91,S01UN,S06M10,RP8675
539,554.67,S01UN,S06M10,RP4695
539,549.80,S01UN,S06M10,RP9295
539,556.23,S01UN,S06M10,RP3020
539,557.97,S01UN,S07KP,RP1550
539,558.00,S01UN,S08SP,RP9921
539,556.13,S01UN,S09AG,RP7024
539,557.07,S01UN,S09AG,RP6091
539,556.71,S01UN,S09AG,RP4553
539,560.68,S01UN,S10BS,RP6171
539,559.31,S01UN,S11FG,RP6786
539,565.85,S01UN,S11FG,RP4091
539,562.88,S01UN,S12KB,RP8561
539,565.83,S01UN,S12KB,RP9088
539,564.13,S01UN,S12KB,RP4175
539,563.23,S01UN,S13SB,RP7301
539,565.57,S01UN,S13SB,RP6233
539,565.86,S01UN,S14DU,RP7901
539,569.42,S01UN,S14DU,RP3213
539,569.94,S01UN,S15BS,RP3263
539,572.31,S01UN,S15BS,RP2913
539,573.00,S01UN,S15BS,RP5306
539,568.49,S01UN,S15BS,RP1832
539,572.51,S01UN,S16MJ,RP9780
539,572.02,S01UN,S16MJ,RP7116
539,571.71,S01UN,S16MJ,RP9423
539,571.44,S01UN,S16MJ,RP2268
539,574.21,S01UN,S16MJ,RP8163
540,548.71,S01UN,S04PL,RP8539
540,549.44,S01UN,S04PL,RP7008
540,552.87,S01UN,S05M11,RP7498
540,555.55,S01UN,S05M11,RP6109
540,550.94,S01UN,S05M11,RP9013
540,552.40,S01UN,S06M10,RP4085
540,557.64,S01UN,S06M10,RP6747
540,552.97,S01UN,S06M10,RP3241
540,550.02,S01UN,S06M10,RP2919
540,551.65,S01UN,S06M10,RP2618
540,551.29,S01UN,S06M10,RP9669
540,557.54,S01UN,S07KP,RP5338
540,558.35,S01UN,S07KP,RP7373
540,559.93,S01UN,S08SP,RP3149
540,557.83,S01UN,S08SP,RP6947
540,560.26,S01UN,S09AG,RP7191
540,559.59,S01UN,S09AG,RP5531
540,560.60,S01UN,S09AG,RP5208
540,565.85,S01UN,S10BS,RP1111
540,561.79,S01UN,S11FG,RP3537
540,567.43,S01UN,S11FG,RP1084
540,568.01,S01UN,S12KB,RP8601
540,567.68,S01UN,S12KB,RP6801
540,569.70,S01UN,S12KB,RP7586
540,569.14,S01UN,S13SB,RP1191
540,566.90,S01UN,S13SB,RP7629
540,569.31,S01UN,S14DU,RP8336
540,569.59,S01UN,S14DU,RP2276
540,575.39,S01UN,S15BS,RP4407
540,570.17,S01UN,S15BS,RP6106
540,570.57,S01UN,S15BS,RP6874
540,574.56,S01UN,S15BS,RP3283
540,573.84,S01UN,S15BS,RP7231
540,577.70,S01UN,S16MJ,RP4313
540,574.46,S01UN,S16MJ,RP9237
540,576.10,S01UN,S16MJ,RP2806
540,574.31,S01UN,S16MJ,RP9269
540,572.70,S01UN,S16MJ,RP9279
541,547.30,S01UN,S04PL,RP7105
541,549.16,S01UN,S04PL,RP5438
541,552.86,S01UN,S05M11,RP2257
541,553.88,S01UN,S05M11,RP7944
541,549.24,S01UN,S05M11,RP5664
541,553.41,S01UN,S06M10,RP4335
541,555.44,S01UN,S06M10,RP2937
541,553.60,S01UN,S06M10,RP5104
541,556.76,S01UN,S06M10,RP6673
541,554.52,S01UN,S06M10,RP1314
541,558.91,S01UN,S06M10,RP6959
541,559.64,S01UN,S07KP,RP9197
541,561.99,S01UN,S08SP,RP5917
541,557.48,S01UN,S08SP,RP4784
541,559.36,S01UN,S09AG,RP5184
541,557.86,S01UN,S09AG,RP6613
541,563.24,S01UN,S09AG,RP1275
541,558.31,S01UN,S09AG,RP2477
541,561.89,S01UN,S11FG,RP6345
541,566.68,S01UN,S11FG,RP9783
541,566.88,S01UN,S12KB,RP6230
541,568.67,S01UN,S12KB,RP5865
541,570.68,S01UN,S12KB,RP7026
541,565.37,S01UN,S13SB,RP9570
541,565.85,S01UN,S13SB,RP5034
541,568.88,S01UN,S14DU,RP2549
541,573.13,S01UN,S14DU,RP6534
541,571.33,S01UN,S14DU,RP8156
541,573.58,S01UN,S15BS,RP2763
541,573.66,S01UN,S15BS,RP8227
541,574.01,S01UN,S15BS,RP9616
541,575.51,S01UN,S15BS,RP1223
541,575.82,S01UN,S15BS,RP4728
541,578.94,S01UN,S16MJ,RP1897
541,574.18,S01UN,S16MJ,RP1235
541,575.62,S01UN,S16MJ,RP3149
541,576.39,S01UN,S16MJ,RP3222
541,578.09,S01UN,S16MJ,RP7260
541,578.02,S01UN,S16MJ,RP4912
542,553.93,S01UN,S03US,RP2136
542,551.46,S01UN,S04PL,RP4647
542,550.67,S01UN,S04PL,RP4974
542,552.15,S01UN,S05M11,RP9869
542,550.26,S01UN,S05M11,RP9377
542,552.32,S01UN,S05M11,RP7899
542,552.56,S01UN,S06M10,RP7595
542,558.80,S01UN,S06M10,RP6723
542,556.22,S01UN,S06M10,RP4856
542,552.84,S01UN,S06M10,RP1277
542,553.45,S01UN,S06M10,RP9483
542,557.45,S01UN,S06M10,RP4450
542,560.24,S01UN,S07KP,RP3909
542,560.60,S01UN,S08SP,RP4781
542,560.37,S01UN,S09AG,RP9523
542,563.96,S01UN,S09AG,RP6350
542,565.19,S01UN,S09AG,RP2508
542,564.16,S01UN,S10BS,RP2856
542,566.98,S01UN,S11FG,RP3188
542,569.78,S01UN,S11FG,RP9080
542,566.79,S01UN,S11FG,RP7095
542,566.66,S01UN,S12KB,RP5627
542,565.77,S01UN,S12KB,RP2536
542,567.78,S01UN,S12KB,RP1283
542,570.99,S01UN,S13SB,RP8037
542,566.83,S01UN,S13SB,RP8212
542,570.26,S01UN,S14DU,RP3879
542,571.41,S01UN,S14DU,RP8314
542,570.09,S01UN,S15BS,RP4982
542,577.26,S01UN,S15BS,RP7879
542,573.78,S01UN,S15BS,RP8632
542,572.58,S01UN,S15BS,RP1108
542,573.61,S01UN,S15BS,RP5077
542,579.03,S01UN,S16MJ,RP9883
542,578.21,S01UN,S16MJ,RP4367
542,578.45,S01UN,S16MJ,RP4392
542,577.77,S01UN,S16MJ,RP2237
542,577.88,S01UN,S16MJ,RP2071
543,550.40,S01UN,S04PL,RP1487
543,553.74,S01UN,S04PL,RP8890
543,558.12,S01UN,S05M11,RP6477
543,554.69,S01UN,S05M11,RP6886
543,551.68,S01UN,S05M11,RP1672
543,553.25,S01UN,S06M10,RP9075
543,555.91,S01UN,S06M10,RP8399
543,560.36,S01UN,S06M10,RP5373
543,555.81,S01UN,S06M10,RP4225
543,554.08,S01UN,S06M10,RP6876
543,558.98,S01UN,S06M10,RP3206
543,560.45,S01UN,S07KP,RP5138
543,564.89,S01UN,S08SP,RP2444
543,564.98,S01UN,S09AG,RP5298
543,564.58,S01UN,S09AG,RP7924
543,562.02,S01UN,S09AG,RP9682
543,570.97,S01UN,S11FG,RP2126
543,566.75,S01UN,S11FG,RP3650
543,567.49,S01UN,S12KB,RP5141
543,572.80,S01UN,S12KB,RP9739
543,567.76,S01UN,S12KB,RP6728
543,571.58,S01UN,S13SB,RP9939
543,569.59,S01UN,S13SB,RP4595
543,572.44,S01UN,S13SB,RP8550
543,571.53,S01UN,S14DU,RP5183
543,573.34,S01UN,S14DU,RP6560
543,573.81,S01UN,S15BS,RP9502
543,575.90,S01UN,S15BS,RP2625
543,575.02,S01UN,S15BS,RP9154
543,574.15,S01UN,S15BS,RP6654
543,571.42,S01UN,S15BS,RP3585
543,574.67,S01UN,S16MJ,RP1228
543,577.89,S01UN,S16MJ,RP7710
543,573.11,S01UN,S16MJ,RP2727
543,580.38,S01UN,S16MJ,RP4284
543,575.84,S01UN,S16MJ,RP4620
544,549.27,S01UN,S03US,RP7356
544,553.79,S01UN,S04PL,RP4480
544,552.09,S01UN,S04PL,RP4783
544,557.77,S01UN,S05M11,RP2414
544,559.61,S01UN,S05M11,RP5547
544,558.23,S01UN,S06M10,RP3279
544,558.90,S01UN,S06M10,RP4278
544,559.52,S01UN,S06M10,RP2684
544,557.01,S01UN,S06M10,RP7983
544,555.63,S01UN,S06M10,RP1370
544,554.08,S01UN,S06M10,RP4078
544,556.25,S01UN,S07KP,RP9341
544,561.21,S01UN,S08SP,RP3549
544,563.35,S01UN,S09AG,RP5890
544,560.42,S01UN,S09AG,RP8813
544,562.02,S01UN,S09AG,RP8301
544,562.87,S01UN,S09AG,RP9645
544,567.25,S01UN,S10BS,RP9123
544,567.60,S01UN,S11FG,RP3143
544,565.38,S01UN,S11FG,RP9865
544,573.25,S01UN,S12KB,RP9688
544,567.67,S01UN,S12KB,RP6548
544,568.96,S01UN,S12KB,RP4031
544,568.35,S01UN,S13SB,RP8474
544,574.75,S01UN,S13SB,RP7449
544,571.70,S01UN,S13SB,RP2521
544,575.43,S01UN,S14DU,RP3181
544,571.34,S01UN,S14DU,RP3881
544,578.12,S01UN,S15BS,RP2843
544,578.94,S01UN,S15BS,RP3645
544,575.79,S01UN,S15BS,RP5387
544,572.34,S01UN,S15BS,RP5627
544,579.61,S01UN,S15BS,RP3170
544,580.85,S01UN,S16MJ,RP6752
544,574.50,S01UN,S16MJ,RP5877
544,577.01,S01UN,S16MJ,RP9674
544,576.62,S01UN,S16MJ,RP3781
544,578.87,S01UN,S16MJ,RP2135
545,556.96,S01UN,S03US,RP1783
545,551.18,S01UN,S04PL,RP8364
545,557.79,S01UN,S04PL,RP6548
545,555.92,S01UN,S05M11,RP1979
545,558.13,S01UN,S05M11,RP2887
545,555.11,S01UN,S05M11,RP1403
545,561.51,S01UN,S06M10,RP7998
545,558.88,S01UN,S06M10,RP3994
545,562.96,S01UN,S06M10,RP3504
545,560.75,S01UN,S06M10,RP2627
545,555.45,S01UN,S06M10,RP6261
545,559.02,S01UN,S06M10,RP1035
545,558.18,S01UN,S07KP,RP1077
545,565.08,S01UN,S08SP,RP3678
545,568.05,S01UN,S09AG,RP2458
545,565.75,S01UN,S09AG,RP1129
545,567.63,S01UN,S09AG,RP7756
545,565.49,S01UN,S10BS,RP5226
545,565.08,S01UN,S11FG,RP6010
545,567.40,S01UN,S11FG,RP4598
545,568.68,S01UN,S12KB,RP2610
545,569.76,S01UN,S12KB,RP9612
545,573.50,S01UN,S12KB,RP5433
545,569.21,S01UN,S13SB,RP1484
545,575.64,S01UN,S13SB,RP5280
545,576.45,S01UN,S14DU,RP2684
545,571.69,S01UN,S14DU,RP4222
545,574.61,S01UN,S15BS,RP1479
545,573.12,S01UN,S15BS,RP4302
545,579.77,S01UN,S15BS,RP2489
545,578.13,S01UN,S15BS,RP5724
545,574.08,S01UN,S15BS,RP9552
545,582.82,S01UN,S16MJ,RP4272
545,582.04,S01UN,S16MJ,RP4266
545,582.17,S01UN,S16MJ,RP9095
545,575.79,S01UN,S16MJ,RP9267
545,579.64,S01UN,S16MJ,RP7302
546,555.11,S01UN,S04PL,RP3617
546,558.62,S01UN,S04PL,RP5165
546,555.42,S01UN,S05M11,RP8384
546,554.98,S01UN,S05M11,RP6364
546,558.03,S01UN,S05M11,RP1239
546,556.39,S01UN,S06M10,RP7620
546,561.29,S01UN,S06M10,RP3866
546,557.74,S01UN,S06M10,RP5470
546,558.36,S01UN,S06M10,RP6520
546,559.36,S01UN,S06M10,RP7817
546,556.16,S01UN,S06M10,RP8783
546,559.37,S01UN,S07KP,RP9366
546,563.09,S01UN,S08SP,RP5526
546,560.16,S01UN,S08SP,RP6653
546,565.23,S01UN,S09AG,RP2143
546,565.37,S01UN,S09AG,RP8783
546,566.57,S01UN,S09AG,RP4838
546,562.87,S01UN,S09AG,RP3661
546,568.01,S01UN,S10BS,RP1832
546,567.25,S01UN,S11FG,RP4649
546,568.04,S01UN,S11FG,RP8845
546,572.05,S01UN,S12KB,RP5937
546,569.90,S01UN,S12KB,RP4664
546,577.24,S01UN,S13SB,RP9034
546,571.45,S01UN,S13SB,RP1050
546,577.66,S01UN,S14DU,RP9399
546,575.48,S01UN,S14DU,RP6159
546,581.24,S01UN,S15BS,RP8089
546,579.45,S01UN,S15BS,RP6548
546,581.32,S01UN,S15BS,RP5612
546,581.26,S01UN,S15BS,RP8992
546,574.01,S01UN,S15BS,RP4184
546,577.12,S01UN,S16MJ,RP2746
546,582.30,S01UN,S16MJ,RP7658
546,583.28,S01UN,S16MJ,RP5069
546,581.31,S01UN,S16MJ,RP1920
546,579.03,S01UN,S16MJ,RP3121
547,558.92,S01UN,S04PL,RP3841
547,558.48,S01UN,S04PL,RP2399
547,561.24,S01UN,S05M11,RP9493
547,562.66,S01UN,S05M11,RP8562
547,560.43,S01UN,S05M11,RP7335
547,557.94,S01UN,S06M10,RP5654
547,563.95,S01UN,S06M10,RP7085
547,558.30,S01UN,S06M10,RP8296
547,558.05,S01UN,S06M10,RP7128
547,564.05,S01UN,S06M10,RP5433
547,562.07,S01UN,S06M10,RP5167
547,564.17,S01UN,S07KP,RP5489
547,564.45,S01UN,S08SP,RP5239
547,563.11,S01UN,S09AG,RP5894
547,569.42,S01UN,S09AG,RP4550
547,568.31,S01UN,S09AG,RP8740
547,563.70,S01UN,S09AG,RP5346
547,567.73,S01UN,S10BS,RP3588
547,572.26,S01UN,S11FG,RP8835
547,572.35,S01UN,S11FG,RP7075
547,576.98,S01UN,S12KB,RP6902
547,574.66,S01UN,S12KB,RP6367
547,569.09,S01UN,S12KB,RP7660
547,575.76,S01UN,S13SB,RP4727
547,578.91,S01UN,S13SB,RP2809
547,575.20,S01UN,S14DU,RP2771
547,573.49,S01UN,S14DU,RP4315
547,576.53,S01UN,S15BS,RP4860
547,578.60,S01UN,S15BS,RP4339
547,575.93,S01UN,S15BS,RP4314
547,582.24,S01UN,S15BS,RP3879
547,579.41,S01UN,S15BS,RP8529
547,577.43,S01UN,S16MJ,RP8941
547,583.10,S01UN,S16MJ,RP2197
547,578.92,S01UN,S16MJ,RP4343
547,579.07,S01UN,S16MJ,RP8798
547,579.51,S01UN,S16MJ,RP1584
548,557.74,S01UN,S04PL,RP7214
548,557.30,S01UN,S04PL,RP3557
548,557.98,S01UN,S05M11,RP3606
548,561.18,S01UN,S05M11,RP7332
548,561.37,S01UN,S05M11,RP9377
548,564.92,S01UN,S06M10,RP8764
548,565.51,S01UN,S06M10,RP7851
548,563.47,S01UN,S06M10,RP5397
548,558.45,S01UN,S06M10,RP4694
548,562.83,S01UN,S06M10,RP7673
548,560.64,S01UN,S06M10,RP7000
548,560.26,S01UN,S07KP,RP8372
548,562.52,S01UN,S08SP,RP5089
548,571.96,S01UN,S09AG,RP7661
